,MoSD2,MoSD2en,MoSD3,MoSD1,GEO1,workspace_id,date,MoSDGPS_SQ002,MoSDGPS_SQ001,MoSDPOP
4495,GIRDASEEN HEALTH CENTER / بنطةهىَ ساخلةميىَ طردةسين,GIRDASEEN HEALTH CENTER,Primary Health Care Center - Main,DHK64,Dohuk / Akari sector,Akari sector / قطاع ئاكرى,2023-01-26 07:34:55,43.80835,36.654895,40000.0
4512,AKRE PEDIATRIC &amp;MATERNITY HOSPITAL / م. اطفال و النسائية و التوليد في العقرة,AKRE PEDIATRIC &MATERNITY HOSPITAL,Hospital,DUH1,Dohuk / Akari sector,Akari sector / قطاع ئاكرى,2023-01-26 07:34:55,43.8944,36.7491,150000.0
4515,ALMIC PATIENTS IN AKREAN EXAMINATION AND TREATMENT CENTER FOR OPHTH / بنكةهىَ ساخلةميىَ ئاكرى للعيون,ALMIC PATIENTS IN AKREAN EXAMINATION AND TREATMENT CENTER FOR OPHTH,Other,DUH4,Dohuk / Akari sector,Akari sector / قطاع ئاكرى,2023-01-25 07:34:55,43.8865,36.7306,45000.0
4519,DIRECTORATE GENERAL HEALTH OF AKRE / ریفەبەریا ساخلةميا ئاكرى,DIRECTORATE GENERAL HEALTH OF AKRE,Health Sector,DUH201,Dohuk / Akari sector,Akari sector / قطاع ئاكرى,2023-01-26 07:34:55,43.8824,36.7367,200000.0
4520,GULAN GENERAL HOSPITAL AKRE / م . گولان گشتی,GULAN GENERAL HOSPITAL AKRE,Hospital,,Dohuk / Akari sector,Akari sector / قطاع ئاكرى,2023-01-26 07:34:55,43.8792,36.7387,400000.0
4541,Directorate of Health.Amedi / ريڤه به ريا ساخله ميا قه زا ئاميديى,Directorate of Health.Amedi,Disease Prevention Sector,DUH47,Dohuk / Amid sector,Amid sector / قطاع ئاميدي,2023-02-15 07:34:55,43.508,37.0908,102846.0
4548,Amediye Hospital for pediatric / م. العمادية للاطفال,Amediye Hospital for pediatric,Hospital,DUH29,Dohuk / Amid sector,Amid sector / قطاع ئاميدي,2023-02-15 07:34:55,43.2974,37.2541,57320.0
4549,Amedi renal unit / يه كا گولجيسكا  ل نه خوشخانا هفالبه ندا زاروكى ئاميدي,Amedi renal unit,Other,DUH190,Dohuk / Amid sector,Amid sector / قطاع ئاميدي,2023-03-30 07:34:55,43.4926,37.0918,57320.0
4550,Amediya forensic center / پزيشكى دادى ئاميدى,Amediya forensic center,Forensic Medicine Center,D23,Dohuk / Amid sector,Amid sector / قطاع ئاميدي,2023-03-30 07:34:55,43.2976,37.2539,57320.0
4589,Allae primary health care center main / مةلبةندي تةندروستي .ئةللايي,Allae primary health care center main,Primary Health Care Center - Main,010308,Soleimani / Bazian Sector,Bazian Sector / قطاع بازيان,2023-03-10 07:34:55,45.17932,35.58375,70000.0
4591,bazyan primary health care center main / مةلبةندي تةندروستي. بازيان,bazyan primary health care center main,Primary Health Care Center - Main,010301,Soleimani / Bazian Sector,Bazian Sector / قطاع بازيان,2023-03-08 07:34:55,45.137081,35.599319,60000.0
4619,shahid said jawhar primary healthcare center(main) / مەڵبەندی تەندروستی شەهید سەید جەوهەر,shahid said jawhar primary healthcare center(main),Primary Health Care Center - Main,0103342,Soleimani / Jah Mjahmal Sector,Jah Mjahmal Sector / قطاع جةمجةمال,2023-03-18 07:34:55,44.8576,35.50567,60000.0
4677,medical equipment store / کۆگای ئامێری پزیشکیی,medical equipment store,Primary Health Care Center - Branch,0103369,Soleimani / Jah Mjahmal Sector,Jah Mjahmal Sector / قطاع جةمجةمال,2023-03-13 07:34:56,44.80953,35.539118,187715.0
4678,Drug Quality control department / هۆبەی کوالیتی کۆنترۆڵی دەرمان,Drug Quality control department,Primary Health Care Center - Branch,0103380,Soleimani / Jah Mjahmal Sector,Jah Mjahmal Sector / قطاع جةمجةمال,2023-03-14 07:34:56,44.78397,35.50044,187715.0
4706,Kasre / بنكه‌ی ته‌ندروستی قه‌سرێ,Kasre,Primary Health Care Center - Family Medicine Health Care Center,SOR89,Erbil / Goman sector,Goman sector / قطاع جومان,2023-01-23 07:34:56,44.828245,36.55844,155869.0
4712,Goman hospital / نةخوشخانةى جومان,Goman hospital,Hospital,SOR37,Erbil / Goman sector,Goman sector / قطاع جومان,2023-01-26 07:34:56,44.8867,36.6363,855378.0
4729,Health Center Sarezh / بنكه‌ی ته‌ندروستی سارێژ,Health Center Sarezh,Primary Health Care Center - Main,ERB143,Erbil / Khe Bat sector,Khe Bat sector / قطاع خه بات,2023-02-05 07:34:56,43.66219,36.269299,100000.0
4756,Health Center Harsham / بنکەی تەندروستی هەرشەم,Health Center Harsham,Primary Health Care Center - Branch,ERB169,Erbil / Khe Bat sector,Khe Bat sector / قطاع خه بات,2023-02-14 07:34:56,44.02133,36.29056,50350.0
4757,Directorate of Health Khabat / بەرێوەبەرایەتی تەندروستی خەبات,Directorate of Health Khabat,Health Sector,ERB 176,Erbil / Khe Bat sector,Khe Bat sector / قطاع خه بات,2023-02-27 07:34:56,43.66626,36.26992,316000.0
4759,Shahed hameed pimary Health care Center (main) / مةلبةندى تةندروستى ئيشككرى شهيد حميد,Shahed hameed pimary Health care Center (main),Primary Health Care Center - Main,01040104,Soleimani / Darbandikhan sector,Darbandikhan sector / قطاع دربنديخان,2009-03-09 07:34:56,45.68648667,35.11291667,500000.0
4765,Darbandikhan Preventive health Center (main) / مةلبةندى خؤباراستنى تةندروستى دةربةنديخان,Darbandikhan Preventive health Center (main),Primary Health Care Center - Main,01040103,Soleimani / Darbandikhan sector,Darbandikhan sector / قطاع دربنديخان,2023-03-13 07:34:56,45.6807,35.1211,50000.0
4800,Chest and Respiratory Diseases Unit  / TB   سةنتةري,Chest and Respiratory Diseases Unit ,Primary Health Care Center - Main specialized,Erb154,Erbil / Deshesti Haholgarh Sector,Deshesti Haholgarh Sector / قطاع ده‌شتی هه‌ولێر,2023-03-14 07:34:56,44.111197,36.152434,382818.0
4801,HELENA DISABLD  BANA SLAWEESHEAL TH CENTER  / هيلينا معوقيني بنةسلاوة,HELENA DISABLD  BANA SLAWEESHEAL TH CENTER ,Primary Health Care Center - Main specialized,Erb155,Erbil / Deshesti Haholgarh Sector,Deshesti Haholgarh Sector / قطاع ده‌شتی هه‌ولێر,2023-03-14 07:34:56,44.11131,36.15213,382818.0
4855,cwarqurna primary health care center-main / مەڵبەندی تەندروستی چوارقوڕنە,cwarqurna primary health care center-main,Primary Health Care Center - Main,Rap 75,Soleimani / Rabe Rin Sector,Rabe Rin Sector / قطاع رابه رين,2023-03-12 07:34:56,44.83198,36.21341,69000.0
4873,Makok primary health care center-branch /  بنکەی تەندروستی ما كوَ ك,Makok primary health care center-branch,Primary Health Care Center - Branch,Rap 71,Soleimani / Rabe Rin Sector,Rabe Rin Sector / قطاع رابه رين,2023-03-13 07:34:56,44.763401,36.269817,40000.0
4915,Shahid husen bastasteny primary health care center.main / مەڵبەندی تەندروستی شەهید حسێن بەستەستێنی,Shahid husen bastasteny primary health care center.main,Primary Health Care Center - Main,Ra83,Soleimani / Rabe Rin Sector,Rabe Rin Sector / قطاع رابه رين,2023-03-13 07:34:56,44.7935297,36.2401456,70000.0
4916,Kfradol primary health care center - branch / بنکەی تەندروستی کفرەدۆڵ,Kfradol primary health care center - branch,Primary Health Care Center - Branch,Rap 67,Soleimani / Rabe Rin Sector,Rabe Rin Sector / قطاع رابه رين,2023-03-14 07:34:56,44.7712914,36.2432901,70000.0
4942,Sarkakan primary health care center - main /  مەڵبەندی تەندروستی سه ركه بكان,Sarkakan primary health care center - main,Primary Health Care Center - Main,RAP49,Soleimani / Rabe Rin Sector,Rabe Rin Sector / قطاع رابه رين,2023-03-15 07:34:56,44.824413,36.28839,45000.0
4957,Rania Dialysis Center / سەنتەری گورچیلەی دەستکرد,Rania Dialysis Center,Primary Health Care Center - Main specialized,RAP10,Soleimani / Rabe Rin Sector,Rabe Rin Sector / قطاع رابه رين,2023-03-14 07:34:56,44.90396,36.25672,450000.0
4964,Tilkabar health Center / بنگەهێ ساخلەمیا تلکەبەر,Tilkabar health Center,Primary Health Care Center - Main,DHK136,Dohuk / Zakho sector,Zakho sector / قطاع زاخو,2023-03-21 07:34:56,42.719735,37.166839,41172.0
4970,Saeedpiran Health Center / بنگەهێ ساخلەمیا سعیدپیران,Saeedpiran Health Center,Primary Health Care Center - Main,DHK142,Dohuk / Zakho sector,Zakho sector / قطاع زاخو,2022-03-17 07:34:56,42.702361,37.147146,64360.0
4973,Directorate general of health zakho / رێڤەبەریا گشتی یا ساخلەمیا زاخۆ,Directorate general of health zakho,Health Sector,DHK145,Dohuk / Zakho sector,Zakho sector / قطاع زاخو,2023-03-29 07:34:56,42.64449,37.145755,406205.0
4974,Nawruz health center / بنگەهێ ساخلەمیا نەوروز,Nawruz health center,Primary Health Care Center - Main,DHK146,Dohuk / Zakho sector,Zakho sector / قطاع زاخو,2023-03-19 07:34:56,42.685195,37.154297,80388.0
4975,Maternity hospital in zakho / نەخوشخانا ئافرەت و زاروکبوونێ ل زاخۆ,Maternity hospital in zakho,Hospital,ZAX1,Dohuk / Zakho sector,Zakho sector / قطاع زاخو,2023-03-25 07:34:56,42.679684,37.148065,406205.0
4976,Zakho emergency hospital / نەخوشخانا هەوارهاتنێ ل زاخۆ,Zakho emergency hospital,Hospital,ZAX2,Dohuk / Zakho sector,Zakho sector / قطاع زاخو,2023-03-23 07:34:56,42.680863,37.147508,406205.0
4977,Zakho General Hospital / نەخوشخانا زاخۆ یا گشتی,Zakho General Hospital,Hospital,ZAX3,Dohuk / Zakho sector,Zakho sector / قطاع زاخو,2023-03-23 07:34:56,42.645809,37.144147,406205.0
4983,(Evening) People's Clinic Castle / کلینیکا قلعێ یا ئێڤاران, (Evening) People's Clinic Castle,Public Health Clinic,ZAX32,Dohuk / Zakho sector,Zakho sector / قطاع زاخو,2023-03-25 07:34:56,42.680271,37.147648,406205.0
4987,Gele zakho health center  / بنگەهێ ساخلەمیا گەلیێ زاخۆ,Gele zakho health center ,Primary Health Care Center - Branch,ZAX24,Dohuk / Zakho sector,Zakho sector / قطاع زاخو,2023-03-24 07:34:56,42.646868,37.048257,406205.0
4991,Blood donation center / بنگەهێ بەخشینا خوینێ,Blood donation center,Blood Bank Center -Branch,ZAX28,Dohuk / Zakho sector,Zakho sector / قطاع زاخو,2023-03-24 07:34:56,42.680973,37.14847,406205.0
4995,Jagerkhwoin evening consultant / کلینکا جەگەرخوین یا ئیڤاران,Jagerkhwoin evening consultant,Public Health Clinic,ZAX31,Dohuk / Zakho sector,Zakho sector / قطاع زاخو,2023-03-28 07:34:56,42.690502,37.139327,406205.0
4996,Chronic diseases health center / بنگەهێ ساخلەمیا نەخوشیێن دووم درێژ,Chronic diseases health center,Primary Health Care Center - Family Medicine Health Care Center,ZAX30,Dohuk / Zakho sector,Zakho sector / قطاع زاخو,2023-03-28 07:34:56,42.653809,37.147187,406205.0
4997,Khabur Health Center / بنگەهێ ساخلەمیا خابور,Khabur Health Center,Primary Health Care Center - Main,ZAX13,Dohuk / Zakho sector,Zakho sector / قطاع زاخو,2023-03-17 07:34:56,42.690629,37.139401,41009.0
5037,xalifan hospital  / نةخوشخانةى خةليفان,xalifan hospital ,Hospital,SOR78,Erbil / Soran sector,Soran sector / قطاع سوران,2023-02-07 07:34:56,44.4106,36.6165,58000.0
5038,Soran Maternity and Children Hospital / نةخوشخانةى لةدايك بوون و مندالانى سوران,Soran Maternity and Children Hospital,Specialized Center,SOR79,Erbil / Soran sector,Soran sector / قطاع سوران,2023-02-05 07:34:56,44.5587,36.6369,350000.0
5039,harem health care center / بنكةى تةندروستى هةريم,harem health care center,Primary Health Care Center - Family Medicine Health Care Center,SOR39,Erbil / Soran sector,Soran sector / قطاع سوران,2023-01-31 07:34:56,44.5518,36.6515,100000.0
5041,ashti teaching hospital  / نةخوشخانةى ئاشتى فيركارى,ashti teaching hospital ,Hospital,SOR36,Erbil / Soran sector,Soran sector / قطاع سوران,2023-02-05 07:34:56,44.5078,36.6469,360000.0
5045,Soran Forensic Medicine / پزيشكى دادى سوران,Soran Forensic Medicine,Forensic Medicine Center,SOR99,Erbil / Soran sector,Soran sector / قطاع سوران,2023-02-06 07:34:56,44.5076,36.646,360000.0
5049,Center for Communicable Diseases Control (Coronavirus). / سةنتةرى كورونا ( سةنتةرى كونترولكردنى نةخوشية كوازراوةكان ),Center for Communicable Diseases Control (Coronavirus).,Hospital,SOR103,Erbil / Soran sector,Soran sector / قطاع سوران,2023-01-24 07:34:56,44.5309,36.6532,300000.0
5050,New Life Health Center for Marriages and Delegations / بنكه‌ى ته‌ندروستى ژیانى نوێ بؤ هاوسةركيرى و شاندكردن,New Life Health Center for Marriages and Delegations,Primary Health Care Center - Branch,SOR104,Erbil / Soran sector,Soran sector / قطاع سوران,2023-01-23 07:34:56,44.5317,36.6522,250000.0
5051,Health Center Eye Examination / بنكه‌ى ته‌ندروستى پشکنینی چاو,Health Center Eye Examination,Primary Health Care Center - Main specialized,SOR105,Erbil / Soran sector,Soran sector / قطاع سوران,2023-02-06 07:34:56,44.5124,36.6938,360000.0
5053,dental specialist center / سه‌نته‌رى پسپۆرى ددان,dental specialist center,Primary Health Care Center - Main specialized,SOR108,Erbil / Soran sector,Soran sector / قطاع سوران,2023-01-23 07:34:56,44.6521,36.6521,160000.0
5054,Directorate of Soran Public Health Laboratory / بەرێوبەرایەتی تاقیگەی تەندروستی گشتی سۆران,Directorate of Soran Public Health Laboratory,Central Public Health Laboratory,SOR109,Erbil / Soran sector,Soran sector / قطاع سوران,2023-01-22 07:34:56,44.5314,36.6536,360000.0
5055,Diana prosthetic limb center / بنكه‌ى ديانا بۆ په‌لى ده‌ستكرد,Diana prosthetic limb center,Specialized Center,SOR110,Erbil / Soran sector,Soran sector / قطاع سوران,2023-02-06 07:34:56,44.5295,36.6536,2000000.0
5056,Soran National Medical Clinic / نۆرینگەی پزیشکی میللی سۆران,Soran National Medical Clinic,Public Health Clinic,SOR116,Erbil / Soran sector,Soran sector / قطاع سوران,2023-02-06 07:34:56,44.5402,36.6529,40000.0
5057,Soran Marriage Counseling Clinic / نۆرینگەی راوێژکاری هاوسەرگیری سۆران,Soran Marriage Counseling Clinic,Public Health Clinic,SOR117,Erbil / Soran sector,Soran sector / قطاع سوران,2023-02-01 07:34:56,44.5317,36.6522,250000.0
5061,xalifan outpatient clinic  / نورينكةى دةرةكى خةليفان,xalifan outpatient clinic ,Public Health Clinic,SOR121,Erbil / Soran sector,Soran sector / قطاع سوران,2023-02-07 07:34:56,44.4106,36.6165,58000.0
5062,Ashti outpatient clinic  / نورينكةى دةرةكى ئاشتى,Ashti outpatient clinic ,Public Health Clinic,SOR122,Erbil / Soran sector,Soran sector / قطاع سوران,2023-02-05 07:34:56,44.5078,36.6469,150000.0
5064,Maternity hospital outpatient clinic / نورينكةى دةرةكى نةخوشخانةى لة دايك بوون,Maternity hospital outpatient clinic,Public Health Clinic,SOR124,Erbil / Soran sector,Soran sector / قطاع سوران,2023-02-14 07:34:56,44.5587,36.6369,350000.0
5065,soran health protection department  / به‌رێوه‌به‌رایه‌تى ته‌ندروستى سۆران,soran health protection department ,Disease Prevention Sector,SOR125,Erbil / Soran sector,Soran sector / قطاع سوران,2023-01-24 07:34:56,44.532,36.6533,160000.0
5066,office of births and death / نوسینگه‌ى له‌ دایك بووان و مردووان,office of births and death,Other,SOR126,Erbil / Soran sector,Soran sector / قطاع سوران,2023-02-01 07:34:56,44.5319,36.6521,200000.0
5072,farmanda asaad berashkay preventive health care center  / مه‌ڵبه‌ندی خۆپاراستنی ته‌ندروستی فه‌رمانده‌ ئه‌سعه‌د بێڕه‌شكه‌ی, farmanda asaad berashkay preventive health care center ,Primary Health Care Center - Main,01080103,Soleimani / Syed Sadiq Sector,Syed Sadiq Sector / قطاع سيد صادق,2023-03-08 07:34:56,45.8642238,35.3547657,130000.0
